player_id,years_since_pro,turned_pro,height_cm,weight_kg,birth_year,age,handedness,backhand
s809,21,1999,185,88,1979,41,,
s877,21,1999,173,69,1979,41,,
u057,21,1999,193,86,1982,38,,
v220,21,1999,198,92,1976,44,,
v258,21,1999,183,80,1980,40,R,One
v339,21,1999,173,60,1983,37,,
y061,21,1999,183,73,1982,38,R,One
z104,21,1999,191,80,1981,39,,
a356,20,2000,188,89,1981,39,R,One
a410,20,2000,178,75,1982,38,R,Two
b660,20,2000,188,82,1976,44,,
b741,20,2000,188,88,1981,39,,
b747,20,2000,185,79,1981,39,R,Two
b841,20,2000,,73,1976,44,,
b881,20,2000,,,1981,39,,
c524,20,2000,175,69,1982,38,R,Two
c582,20,2000,185,85,1981,39,R,Two
c585,20,2000,178,75,1981,39,,
c706,20,2000,201,94,1983,37,L,Two
d469,20,2000,173,65,1980,40,L,Two
d479,20,2000,180,80,1981,39,L,One
e212,20,2000,183,84,1983,37,R,One
f337,20,2000,188,84,1980,40,,
f339,20,2000,188,82,1981,39,R,Two
f344,20,2000,175,69,1981,39,,
f401,20,2000,175,73,1982,38,R,Two
f444,20,2000,185,77,1983,37,L,Two
g511,20,2000,185,80,1981,39,,
g512,20,2000,183,73,1981,39,L,Two
h448,20,2000,170,80,1981,39,,
h523,20,2000,180,74,1975,45,,
h528,20,2000,198,88,1981,39,R,One
h571,20,2000,180,80,1983,37,R,Two
j194,20,2000,198,90,1982,38,R,One
j233,20,2000,180,69,1980,40,R,Two
k336,20,2000,211,104,1979,41,R,One
k371,20,2000,183,75,1982,38,R,Two
k379,20,2000,175,73,1978,42,,
k448,20,2000,191,86,1979,41,R,Two
l513,20,2000,188,84,1982,38,,
l515,20,2000,183,77,1979,41,R,Two
l546,20,2000,175,73,1979,41,,
m759,20,2000,196,91,1979,41,R,One
m805,20,2000,185,73,1979,41,,
m873,20,2000,191,80,1982,38,R,One
m983,20,2000,183,76,1981,39,R,One
n289,20,2000,185,78,1981,39,L,Two
n301,20,2000,180,79,1982,38,R,Two
n313,20,2000,185,76,1981,39,,
n334,20,2000,,85,1982,38,,
p487,20,2000,180,76,1981,39,R,One
p518,20,2000,175,72,1981,39,,
r421,20,2000,188,72,1982,38,,
r485,20,2000,188,88,1982,38,R,Two
s963,20,2000,180,78,1981,39,R,Two
sa81,20,2000,183,79,1983,37,,
t315,20,2000,185,82,1982,38,R,Two
t332,20,2000,178,70,1980,40,,
w300,20,2000,188,84,1975,45,R,One
a385,19,2001,196,82,1984,36,R,Two
b764,19,2001,178,72,1982,38,,
b804,19,2001,180,74,1982,38,R,Two
b884,19,2001,183,81,1983,37,R,One
c660,19,2001,178,72,1984,36,,
c759,19,2001,191,86,1982,38,,
d487,19,2001,185,88,1983,37,,
d556,19,2001,170,70,1984,36,,
e223,19,2001,183,81,1984,36,L,Two
f364,19,2001,191,80,1980,40,,
f432,19,2001,191,80,1983,37,,
g478,19,2001,178,73,1982,38,,
g551,19,2001,191,91,1983,37,R,Two
g569,19,2001,183,79,1982,38,R,Two
g681,19,2001,188,83,1985,35,R,Two
g695,19,2001,180,,1983,37,R,Two
i145,19,2001,185,75,1981,39,,
j214,19,2001,178,72,1980,40,,
k406,19,2001,188,85,1980,40,,
k436,19,2001,183,71,1982,38,,
k435,19,2001,178,70,1983,37,R,One
l575,19,2001,180,74,1983,37,R,Two
m747,19,2001,196,92,1976,44,,
m794,19,2001,185,77,1978,42,,
m815,19,2001,180,77,1978,42,,
m984,19,2001,183,85,1980,40,R,One
ma30,19,2001,193,89,1983,37,L,Two
ma36,19,2001,180,72,1982,38,,
mb02,19,2001,191,82,1983,37,R,Two
n309,19,2001,183,86,1981,39,R,One
n409,19,2001,185,85,1986,34,L,Two
n390,19,2001,188,86,1983,37,R,Two
n415,19,2001,183,70,1982,38,,
p452,19,2001,185,77,1977,43,,
p624,19,2001,185,77,1984,36,R,One
p642,19,2001,180,74,1982,38,,
p701,19,2001,185,84,1984,36,,
r612,19,2001,185,77,1980,40,R,Two
s843,19,2001,188,84,1981,39,R,Two
s938,19,2001,180,72,1982,38,R,Two
sa49,19,2001,193,87,1984,36,R,Two
sb28,19,2001,196,83,1983,37,L,Two
sd23,19,2001,185,83,1986,34,R,Two
v251,19,2001,183,78,1980,40,R,Two
v298,19,2001,180,73,1982,38,,
v306,19,2001,185,87,1983,37,L,Two
v303,19,2001,183,82,1979,41,,
v309,19,2001,193,75,1982,38,R,Two
w373,19,2001,180,73,1985,35,R,Two
a438,18,2002,193,79,1983,37,,
a511,18,2002,185,80,1983,37,R,Two
b752,18,2002,185,82,1983,37,,
b842,18,2002,178,75,1983,37,R,Two
b929,18,2002,183,74,1984,36,L,One
b977,18,2002,185,75,1983,37,,
ba47,18,2002,196,91,1985,35,R,Two
ba57,18,2002,193,86,1985,35,,
ba65,18,2002,196,78,1984,36,R,Two
c634,18,2002,191,78,1983,37,R,Two
c813,18,2002,178,73,1983,37,,
e224,18,2002,170,77,1980,40,R,One
f433,18,2002,188,82,1984,36,,
g476,18,2002,185,80,1983,37,R,One
g585,18,2002,175,75,1983,37,R,Two
g628,18,2002,185,75,1986,34,R,One
h469,18,2002,191,88,1980,40,,
h596,18,2002,183,76,1984,36,,
h635,18,2002,191,85,1985,35,,
k551,18,2002,180,80,1983,37,,
k609,18,2002,,71,1982,38,R,Two
k540,18,2002,191,86,1982,38,R,Two
l430,18,2002,193,91,1983,37,R,Two
m699,18,2002,173,70,1979,41,,
m997,18,2002,180,73,1982,38,,
ma21,18,2002,185,81,1984,36,R,Two
ma41,18,2002,183,85,1984,36,,
ma38,18,2002,191,84,1982,38,R,Two
ma49,18,2002,178,70,1984,36,R,Two
mb84,18,2002,183,75,1985,35,R,Two
mb88,18,2002,191,85,1983,37,R,Two
o207,18,2002,185,83,1984,36,,
p567,18,2002,173,74,1982,38,R,Two
r583,18,2002,180,70,1984,36,,
r613,18,2002,188,75,1983,37,R,Two
r616,18,2002,188,84,1983,37,,
r632,18,2002,188,78,1984,36,,
s670,18,2002,175,76,1974,46,,
s944,18,2002,183,75,1983,37,,
s949,18,2002,191,,1977,43,,
s990,18,2002,185,79,1983,37,,
sa93,18,2002,191,75,1984,36,R,Two
sb15,18,2002,183,83,1984,36,,
sb34,18,2002,180,80,1980,40,R,One
sc56,18,2002,175,65,1985,35,R,One
sd32,18,2002,183,70,1984,36,R,Two
t742,18,2002,180,80,1984,36,R,Two
t760,18,2002,180,72,1983,37,,
w367,18,2002,183,81,1985,35,R,One
y100,18,2002,,71,1985,35,,
z151,18,2002,185,83,1981,39,,
a404,17,2003,196,80,1984,36,,
a479,17,2003,183,86,1985,35,R,One
a487,17,2003,188,75,1983,37,,
a596,17,2003,180,76,1986,34,R,Two
b757,17,2003,191,86,1980,40,R,One
b837,17,2003,178,82,1985,35,R,Two
ba23,17,2003,191,77,1985,35,R,Two
ba86,17,2003,191,89,1986,34,L,Two
ba98,17,2003,183,83,1985,35,R,One
bc35,17,2003,191,82,1981,39,,
c723,17,2003,173,74,1983,37,R,One
c856,17,2003,185,75,1982,38,,
d438,17,2003,196,93,1982,38,R,One
d499,17,2003,185,79,1984,36,R,One
d526,17,2003,188,79,1984,36,,
d551,17,2003,193,88,1986,34,,
d632,17,2003,178,77,1984,36,R,One
d643,17,2003,188,77,1987,33,R,Two
e196,17,2003,178,65,1983,37,,
f378,17,2003,185,79,1981,39,R,One
g528,17,2003,180,75,1984,36,,
g621,17,2003,201,92,1985,35,L,One
g602,17,2003,193,86,1982,38,,
g710,17,2003,191,77,1986,34,R,Two
g717,17,2003,175,75,1985,35,,
g813,17,2003,180,80,1985,35,,
j267,17,2003,185,82,1984,36,R,Two
k624,17,2003,180,71,1983,37,,
k650,17,2003,188,87,1985,35,,
k696,17,2003,180,73,,2020,,
l503,17,2003,183,77,1981,39,R,Two
l580,17,2003,185,86,1981,39,R,Two
l596,17,2003,183,83,1984,36,,
m778,17,2003,185,86,1981,39,,
m844,17,2003,185,90,1981,39,R,Two
mb27,17,2003,,75,1985,35,R,One
md56,17,2003,191,80,1987,33,R,One
me05,17,2003,193,86,1985,35,R,Two
p470,17,2003,185,79,1980,40,,
r483,17,2003,183,77,1982,38,R,Two
r513,17,2003,185,82,1981,39,R,Two
r704,17,2003,178,66,1986,34,R,Two
sc47,17,2003,178,73,1984,36,R,Two
sc73,17,2003,178,73,1984,36,R,One
sc77,17,2003,193,80,1986,34,R,One
sd69,17,2003,175,78,1985,35,R,Two
t281,17,2003,185,75,1981,39,,
t749,17,2003,191,88,1985,35,R,Two
u061,17,2003,178,73,1985,35,R,One
y070,17,2003,185,75,1980,40,,
z184,17,2003,188,83,1985,35,L,One
bd00,16,2004,183,80,1982,38,,
c882,16,2004,180,80,1986,34,R,One
c918,16,2004,185,80,1986,34,,
c968,16,2004,188,84,1983,37,,
d646,16,2004,183,83,1985,35,R,Two
e254,16,2004,188,91,1986,34,,
f510,16,2004,178,74,1987,33,R,Two
g676,16,2004,183,80,1985,35,R,Two
g725,16,2004,188,75,1987,33,R,Two
g744,16,2004,188,74,1985,35,,
g858,16,2004,193,88,1988,32,R,Two
h693,16,2004,180,80,1985,35,R,Two
h704,16,2004,,89,1985,35,R,One
i165,16,2004,188,88,1986,34,R,Two
j290,16,2004,188,77,1986,34,R,Two
k409,16,2004,175,66,1981,39,,
k719,16,2004,191,77,1985,35,R,Two
k737,16,2004,183,78,1987,33,R,Two
k776,16,2004,191,80,1985,35,R,Two
k839,16,2004,178,76,1986,34,R,Two
k840,16,2004,170,68,1982,38,,
l733,16,2004,183,78,1986,34,R,Two
mb49,16,2004,178,73,1982,38,R,Two
mc65,16,2004,193,80,1986,34,R,Two
mc81,16,2004,191,83,1986,34,L,Two
me82,16,2004,180,70,1988,32,L,Two
o234,16,2004,180,77,1985,35,L,Two
o264,16,2004,193,91,1986,34,,
pb13,16,2004,183,76,1988,32,,
r518,16,2004,175,70,1982,38,,
r519,16,2004,175,71,1982,38,,
r548,16,2004,193,82,1984,36,R,One
r685,16,2004,196,84,1985,35,R,Two
r750,16,2004,183,78,1988,32,R,Two
s948,16,2004,183,79,1981,39,,
t786,16,2004,188,91,1985,35,R,Two
v490,16,2004,185,80,1987,33,R,Two
w360,16,2004,191,85,1982,38,,
y124,16,2004,183,79,1989,31,L,Two
z189,16,2004,183,81,1986,34,R,Two
b896,15,2005,178,72,1981,39,R,Two
b908,15,2005,193,89,1980,40,,
bc11,15,2005,188,88,1987,33,R,Two
bc65,15,2005,188,83,1987,33,,
bc72,15,2005,196,92,1987,33,R,One
bd06,15,2005,183,76,1988,32,R,Two
bd20,15,2005,188,82,1987,33,L,Two
bd59,15,2005,198,91,1987,33,L,Two
bf25,15,2005,180,79,1990,30,R,Two
c611,15,2005,188,83,1979,41,,
c736,15,2005,183,84,1982,38,,
c786,15,2005,198,93,1986,34,,
c834,15,2005,185,82,1986,34,R,Two
c922,15,2005,185,79,1981,39,L,One
c977,15,2005,198,89,1988,32,R,Two
ca12,15,2005,188,75,1987,33,R,Two
d385,15,2005,178,84,1981,39,,
d683,15,2005,198,97,1988,32,R,Two
f376,15,2005,196,86,1982,38,,
f586,15,2005,173,69,1989,31,R,Two
f580,15,2005,180,71,1986,34,,
g806,15,2005,183,79,1987,33,R,One
h756,15,2005,191,71,1987,33,R,Two
h804,15,2005,191,89,1987,33,R,Two
j263,15,2005,191,90,1986,34,,
k760,15,2005,185,82,1988,32,,
k834,15,2005,188,78,1987,33,R,Two
k905,15,2005,191,85,1987,33,R,Two
l797,15,2005,185,85,1987,33,R,Two
l801,15,2005,188,85,1988,32,L,Two
l872,15,2005,185,80,1989,31,L,Two
m836,15,2005,198,92,1981,39,R,One
mb53,15,2005,183,74,1985,35,R,Two
mc10,15,2005,191,84,1987,33,R,Two
n503,15,2005,193,81,1987,33,R,Two
o305,15,2005,201,96,1986,34,R,One
pa46,15,2005,196,85,1985,35,,
pb37,15,2005,183,78,1988,32,R,One
r782,15,2005,188,87,1986,34,R,One
r823,15,2005,183,90,1985,35,R,Two
sb92,15,2005,180,70,1982,38,R,Two
se31,15,2005,180,76,1985,35,,
se66,15,2005,183,83,1986,34,R,Two
sh51,15,2005,191,85,1981,39,,
sj22,15,2005,185,78,1988,32,R,Two
v379,15,2005,196,88,1984,36,,
w361,15,2005,191,85,1983,37,,
w387,15,2005,178,82,1982,38,R,Two
w471,15,2005,188,81,1986,34,R,One
z168,15,2005,191,88,1987,33,L,Two
z198,15,2005,183,79,1986,34,,
z272,15,2005,188,83,1990,30,R,Two
a622,14,2006,180,72,1987,33,L,One
bc68,14,2006,188,79,1988,32,R,One
be54,14,2006,183,75,1988,32,L,Two
d617,14,2006,183,79,1984,36,L,One
d801,14,2006,180,71,1988,32,R,Two
e687,14,2006,175,75,1990,30,R,One
e690,14,2006,188,80,1987,33,R,Two
f610,14,2006,178,72,1988,32,,
g876,14,2006,178,70,1987,33,,
g892,14,2006,191,83,1989,31,R,Two
g940,14,2006,193,100,1987,33,R,One
g967,14,2006,188,83,1989,31,R,Two
g974,14,2006,185,78,1979,41,,
i230,14,2006,180,75,1988,32,R,Two
j338,14,2006,183,77,1985,35,,
k771,14,2006,191,80,1987,33,R,Two
k926,14,2006,183,72,1987,33,R,Two
l709,14,2006,178,75,1983,37,,
l836,14,2006,183,77,1988,32,,
me04,14,2006,198,100,1986,34,R,One
me89,14,2006,185,82,1987,33,R,Two
mf09,14,2006,183,80,1988,32,R,Two
mg08,14,2006,188,72,1987,33,,
mh30,14,2006,183,79,1989,31,R,Two
o327,14,2006,175,74,1988,32,R,Two
pb22,14,2006,183,79,1988,32,R,Two
q927,14,2006,198,95,1987,33,R,Two
r822,14,2006,183,79,1988,32,,
r960,14,2006,180,81,1989,31,R,One
sd78,14,2006,185,80,1988,32,,
se73,14,2006,175,70,1988,32,R,Two
sf36,14,2006,191,85,1987,33,R,One
sf62,14,2006,175,73,1987,33,R,Two
sg64,14,2006,193,92,1988,32,R,Two
sh37,14,2006,178,68,1988,32,L,Two
t840,14,2006,193,86,1986,34,R,Two
t982,14,2006,178,80,1991,29,,
v564,14,2006,180,74,1988,32,R,Two
w483,14,2006,185,80,1985,35,,
w503,14,2006,191,74,1987,33,R,Two
z245,14,2006,193,77,1989,31,,
a678,13,2007,203,93,1986,34,R,Two
b765,13,2007,191,82,1979,41,,
be90,13,2007,175,70,1990,30,R,Two
d686,13,2007,188,75,1986,34,,
d752,13,2007,191,85,1987,33,,
d864,13,2007,185,74,1990,30,R,Two
d874,13,2007,191,88,1990,30,L,Two
ga79,13,2007,183,80,1991,29,R,Two
h940,13,2007,185,84,1992,28,R,Two
i186,13,2007,208,108,1985,35,R,Two
i236,13,2007,183,82,1990,30,,
j361,13,2007,193,84,1989,31,,
j397,13,2007,203,94,1990,30,R,Two
k964,13,2007,188,83,1989,31,R,Two
k966,13,2007,191,80,1989,31,L,Two
l799,13,2007,175,68,1987,33,L,Two
l987,13,2007,183,78,1990,30,R,One
me31,13,2007,173,75,1986,34,L,Two
mf57,13,2007,188,84,1989,31,,
mi43,13,2007,188,80,1990,30,L,Two
n552,13,2007,178,75,1989,31,R,Two
pb27,13,2007,180,84,1985,35,,
pc11,13,2007,185,83,1990,30,L,Two
pd07,13,2007,193,84,1990,30,R,Two
pd31,13,2007,196,80,1989,31,R,Two
r772,13,2007,188,80,1988,32,L,Two
r851,13,2007,180,76,1985,35,R,Two
r862,13,2007,175,68,1990,30,R,Two
s483,13,2007,178,70,1988,32,R,Two
sg56,13,2007,,76,1988,32,L,Two
sg87,13,2007,196,83,1987,33,R,Two
w521,13,2007,191,91,1990,30,L,Two
a829,12,2008,175,69,1989,31,R,Two
ba79,12,2008,188,90,1984,36,R,Two
be68,12,2008,185,80,1990,30,R,Two
bf23,12,2008,183,82,1990,30,L,Two
bf55,12,2008,183,77,1992,28,R,Two
bg23,12,2008,185,79,1992,28,R,Two
bh09,12,2008,183,72,1989,31,R,Two
ca99,12,2008,191,86,1990,30,R,One
d616,12,2008,180,73,1985,35,R,Two
d729,12,2008,175,76,1987,33,L,Two
d763,12,2008,191,78,1989,31,R,Two
d875,12,2008,191,80,1991,29,R,One
e678,12,2008,180,79,1990,30,L,Two
e698,12,2008,183,76,1990,30,R,Two
g983,12,2008,185,82,1990,30,L,Two
h788,12,2008,178,82,1985,35,L,Two
ka80,12,2008,191,82,1990,30,R,One
kb05,12,2008,185,75,1992,28,R,Two
kb54,12,2008,185,71,1991,29,R,Two
kb92,12,2008,191,83,1992,28,R,Two
kc41,12,2008,183,78,1989,31,R,Two
la54,12,2008,178,73,1991,29,R,Two
mh98,12,2008,180,75,1991,29,R,Two
mk40,12,2008,183,80,1992,28,,
n607,12,2008,183,65,1988,32,L,Two
o269,12,2008,178,72,1986,34,,
r975,12,2008,196,98,1990,30,R,Two
ra17,12,2008,188,82,1990,30,R,Two
sh90,12,2008,185,74,1989,31,R,Two
sj15,12,2008,178,73,1989,31,R,Two
t911,12,2008,185,84,1988,32,R,Two
ta12,12,2008,185,80,1991,29,R,Two
ta29,12,2008,180,78,1990,30,R,Two
ta46,12,2008,196,91,1992,28,R,Two
v505,12,2008,188,84,1987,33,R,Two
v627,12,2008,185,69,1991,29,R,One
z254,12,2008,191,88,1988,32,R,Two
ba77,11,2009,183,82,1985,35,L,Two
bc76,11,2009,175,75,1987,33,R,Two
bf17,11,2009,193,84,1991,29,R,Two
bh98,11,2009,191,85,1991,29,R,Two
ca33,11,2009,183,78,1989,31,R,Two
cc32,11,2009,183,79,1992,28,R,Two
cd85,11,2009,188,78,1991,29,R,Two
d787,11,2009,178,82,1988,32,R,Two
ga48,11,2009,185,80,1990,30,R,Two
gb53,11,2009,180,84,1992,28,R,One
gb88,11,2009,180,68,1990,30,R,Two
gb93,11,2009,196,85,1990,30,R,Two
kc29,11,2009,178,75,1992,28,R,One
kc33,11,2009,183,72,1993,27,R,Two
l949,11,2009,185,78,1992,28,R,Two
mj01,11,2009,193,88,1989,31,R,One
o376,11,2009,180,73,1992,28,R,Two
r934,11,2009,185,84,1989,31,R,One
si78,11,2009,188,84,1987,33,,
sl28,11,2009,196,87,1990,30,R,Two
v576,11,2009,191,85,1987,33,R,Two
v613,11,2009,185,80,1991,29,R,Two
v708,11,2009,198,92,1993,27,L,Two
w571,11,2009,175,65,1991,29,R,Two
w612,11,2009,183,78,1991,29,L,Two
a837,10,2010,168,73,1991,29,R,Two
a887,10,2010,183,77,1991,29,R,Two
cc66,10,2010,185,80,1992,28,L,Two
ce25,10,2010,,78,1992,28,R,Two
cf01,10,2010,185,78,1992,28,R,One
d750,10,2010,203,104,1987,33,L,One
d981,10,2010,183,73,1992,28,R,Two
d994,10,2010,183,82,1992,28,R,Two
da81,10,2010,191,76,1993,27,R,Two
f525,10,2010,191,91,1987,33,R,Two
f724,10,2010,188,82,1992,28,R,Two
gc89,10,2010,183,84,1992,28,R,Two
h996,10,2010,188,79,1991,29,R,Two
kb09,10,2010,180,75,1992,28,R,Two
kc86,10,2010,188,77,1992,28,R,Two
lc11,10,2010,183,69,1993,27,R,Two
mo07,10,2010,185,78,1992,28,R,One
o411,10,2010,203,104,1991,29,R,One
sk67,10,2010,188,82,1990,30,R,Two
sk94,10,2010,183,70,1990,30,L,Two
sm37,10,2010,170,64,1992,28,R,Two
t999,10,2010,188,75,1989,31,,
ab17,9,2011,183,75,1993,27,R,Two
bf95,9,2011,183,83,1983,37,R,Two
bh02,9,2011,183,77,1991,29,R,Two
bh22,9,2011,191,83,1992,28,R,Two
cb14,9,2011,170,72,1990,30,,
cf59,9,2011,180,76,1993,27,R,Two
d923,9,2011,175,70,1992,28,R,Two
da86,9,2011,191,86,1993,27,R,Two
db59,9,2011,183,80,1993,27,R,Two
gb61,9,2011,193,88,1990,30,R,Two
gc38,9,2011,188,84,1993,27,R,Two
j380,9,2011,180,69,1989,31,R,Two
kc11,9,2011,185,79,1992,28,,
mb99,9,2011,178,82,1986,34,,
mj08,9,2011,183,78,1994,26,L,Two
pc96,9,2011,188,84,1988,32,R,Two
si57,9,2011,188,83,1990,30,,
sk97,9,2011,193,85,1993,27,R,Two
sl08,9,2011,188,87,1991,29,R,Two
sm25,9,2011,191,84,1992,28,R,Two
tb69,9,2011,185,82,1993,27,R,One
u134,9,2011,183,78,1992,28,R,Two
w522,9,2011,185,84,1991,29,R,Two
a853,8,2012,191,86,1990,30,R,Two
be67,8,2012,188,88,1991,29,R,Two
e831,8,2012,188,83,1995,25,R,Two
f811,8,2012,183,79,1993,27,R,Two
hb64,8,2012,191,78,1996,24,R,Two
j386,8,2012,188,86,1989,31,R,Two
ka00,8,2012,188,79,1990,30,L,Two
ka98,8,2012,183,75,1990,30,L,Two
kc12,8,2012,188,82,1994,26,R,Two
lb66,8,2012,180,72,1992,28,R,Two
le01,8,2012,175,75,1998,22,R,Two
me64,8,2012,193,85,1987,33,R,Two
o482,8,2012,188,80,1995,25,L,Two
pf39,8,2012,185,81,1994,26,R,Two
pg32,8,2012,185,76,1994,26,R,Two
q945,8,2012,185,84,1989,31,R,Two
sj55,8,2012,188,84,1989,31,L,Two
sn77,8,2012,183,80,1994,26,R,Two
z371,8,2012,193,87,1996,24,R,Two
af32,7,2013,185,76,1997,23,R,Two
cg80,7,2013,185,79,1996,24,R,Two
d985,7,2013,,70,1993,27,R,Two
da67,7,2013,185,74,1995,25,R,Two
db63,7,2013,185,80,1995,25,R,Two
gd64,7,2013,185,85,1996,24,R,Two
hb48,7,2013,188,85,1995,25,R,Two
i305,7,2013,196,83,1994,26,R,Two
kb37,7,2013,185,79,1992,28,L,Two
kd46,7,2013,196,82,1996,24,R,Two
ke17,7,2013,193,85,1995,25,R,Two
ke29,7,2013,198,88,1996,24,R,Two
ke64,7,2013,183,79,1998,22,R,Two
mh16,7,2013,185,68,1989,31,R,Two
mk29,7,2013,185,80,1994,26,R,Two
mn20,7,2013,183,79,1994,26,R,Two
n555,7,2013,173,73,1990,30,R,Two
n674,7,2013,193,91,1993,27,R,Two
n679,7,2013,196,90,1995,25,R,Two
pf65,7,2013,178,72,1994,26,R,Two
ra51,7,2013,193,85,1990,30,L,Two
sq80,7,2013,180,77,1997,23,R,One
sr55,7,2013,178,70,1987,33,R,One
tc61,7,2013,183,73,1994,26,R,Two
z355,7,2013,198,86,1997,23,R,Two
bi23,6,2014,183,78,1994,26,L,Two
bk92,6,2014,196,76,1997,23,R,Two
ch27,6,2014,188,87,1996,24,R,Two
dc58,6,2014,188,75,1996,24,R,Two
e873,6,2014,185,82,1996,24,R,Two
gc88,6,2014,180,77,1993,27,R,Two
j439,6,2014,198,96,1991,29,R,Two
j551,6,2014,198,87,1995,25,R,Two
mm58,6,2014,198,81,1996,24,R,Two
mu94,6,2014,183,78,1997,23,R,Two
n732,6,2014,170,64,1995,25,L,Two
o513,6,2014,191,81,1996,24,R,Two
q941,6,2014,193,88,1992,28,L,Two
re44,6,2014,188,68,1997,23,R,Two
sl07,6,2014,191,79,1990,30,R,Two
y218,6,2014,183,78,1996,24,R,Two
dh58,5,2015,180,69,1999,21,R,Two
fb98,5,2015,193,84,1997,23,R,Two
gb42,5,2015,188,83,1991,29,R,Two
ge33,5,2015,191,72,1996,24,R,Two
h997,5,2015,193,84,1991,29,R,Two
kf17,5,2015,180,72,1997,23,R,Two
ki74,5,2015,185,75,2000,20,R,Two
mn13,5,2015,191,84,1995,25,L,Two
mn44,5,2015,188,82,1996,24,R,One
o522,5,2015,211,100,1997,23,R,Two
pg94,5,2015,188,77,1997,23,R,Two
pl56,5,2015,185,78,1997,23,R,Two
rc96,5,2015,175,68,1996,24,R,Two
rh16,5,2015,183,77,1998,22,R,Two
td51,5,2015,188,77,1998,22,R,Two
te16,5,2015,183,78,1997,23,R,Two
y268,5,2015,183,75,1998,22,R,Two
ag37,4,2016,188,84,2000,20,R,Two
bu54,4,2016,178,68,1998,22,R,Two
mk66,4,2016,178,66,1995,25,,
mp01,4,2016,185,85,1998,22,R,Two
sp24,4,2016,193,84,1995,25,R,Two
su55,4,2016,183,76,1999,21,L,One
te51,4,2016,193,83,1998,22,R,One
tf58,4,2016,170,68,1997,23,R,Two
e865,3,2017,201,82,1996,24,R,One
kd35,3,2017,188,75,1995,25,R,Two
n771,3,2017,188,80,1995,25,L,Two
